   missn_time ,   Vind_kias ,   Vind_keas ,   Vtrue_ktas ,   Vtrue_ktgs ,   Machratio ,   VVI_fpm ,   Gloadnorml ,   Gloadaxial ,   Gload_side ,   pitch_deg ,   roll_deg ,   hding_true ,   hding_mag ,   alpha_deg ,   beta_deg ,   hpath_deg ,   vpath_deg ,   slip_deg ,   altftmsl ,   altftagl ,   onrunwy ,   dist__ft ,   N1_1_pcnt ,   Ngear__lb ,   MLgear__lb ,   MRgear__lb ,   L/Dratio ,   cltotal ,   cdtotal,
30.07535,75.11102,78.09009,75.73386,56.5933,0.11807,1564.73901,0.92827,0.28565,0.10224,18.55854,7.13897,107.55252,83.81423,5.55295,4.02294,112.27435,16.992,3.49252,128.91513,102.10943,1,953.37488,93.64581,0,0,0,5.86133,1.39652,0.23826, 
30.16423,75.37687,78.15643,75.80056,56.57646,0.11818,1572.3728,0.91915,0.28665,0.0852,18.3566,6.40302,107.06503,83.32671,5.51189,2.93374,112.64437,16.90371,3.54657,131.36139,104.54198,1,961.86273,93.64825,0,0,0,5.90014,1.37902,0.23373, 
30.26706,74.99819,77.5714,75.23599,56.57542,0.1173,1579.41016,0.91922,0.29734,0.05729,18.14891,5.26126,106.44106,82.70268,6.04103,1.69059,112.99337,16.80286,3.57541,134.17543,107.34087,1,971.68182,93.65134,0,0,0,5.91289,1.39705,0.23627, 
30.35021,74.23006,76.78088,74.47137,56.59444,0.11611,1583.94507,0.92423,0.30984,0.03454,18.04095,4.17945,105.92567,82.18726,6.81003,0.8611,113.19935,16.7379,3.56332,136.44035,109.59947,1,979.62286,93.65397,0,0,0,5.83807,1.4311,0.24513, 
30.46359,72.73363,75.39112,73.12644,56.64942,0.11401,1589.02429,0.94861,0.32876,0.01133,17.99627,2.57196,105.26052,81.52205,7.86911,0.35604,113.37904,16.6983,3.50505,139.52141,112.65701,1,990.45874,93.6575,0,0,0,5.83674,1.52211,0.26078, 
30.56933,71.37444,74.14363,71.91915,56.71999,0.11213,1593.25928,0.95593,0.3394,0.00404,18.02126,0.93112,104.70831,80.96979,8.48069,0.45581,113.46012,16.70082,3.42514,142.39648,115.52441,1,1000.57666,93.66051,0,0,0,5.83031,1.58636,0.27209, 
30.65677,70.47118,73.23021,71.03522,56.77772,0.11075,1596.61829,0.94599,0.34004,-0.00069,18.05902,-0.53242,104.31656,80.578,8.5188,0.88584,113.47218,16.69917,3.35384,144.77678,117.89603,1,1008.95251,93.6627,0,0,0,5.84075,1.61058,0.27575, 
30.77159,69.73943,72.54102,70.36967,56.83429,0.10972,1600.62317,0.91301,0.33062,0.01209,18.07937,-2.54778,103.9114,80.1728,7.85582,1.68517,113.43388,16.65009,3.26413,147.90115,121.01564,1,1019.96277,93.66512,0,0,0,5.93294,1.58705,0.2675, 
30.86205,69.62495,72.38409,70.2196,56.85656,0.10948,1602.9928,0.87751,0.31896,0.02706,18.05608,-4.18986,103.66619,79.92755,7.06336,2.30053,113.38189,16.54781,3.21584,150.35211,123.46754,1,1028.64319,93.66671,0,0,0,5.96192,1.53408,0.25731, 
30.97365,69.87832,72.64844,70.47895,56.85461,0.10989,1604.14709,0.83474,0.30338,0.0419,17.98516,-6.24948,103.42334,79.68465,6.03742,2.84709,113.29514,16.33479,3.18831,153.34671,126.44959,1,1039.35278,93.66841,0,0,0,5.93506,1.45042,0.24438, 
31.07335,70.164,72.68886,70.52065,56.82475,0.10996,1602.86292,0.77149,0.2887,0.03063,17.90892,-8.07201,103.2472,79.50845,4.86211,2.66219,113.1744,16.05307,3.17924,155.98128,129.08344,1,1048.91748,93.66983,0,0,0,5.84098,1.34015,0.22944, 
31.16999,70.36661,72.85911,70.68815,56.77126,0.11022,1598.63757,0.73408,0.28149,0.01363,17.87682,-9.68145,103.13292,79.39413,4.3005,1.92312,112.9905,15.66029,3.1451,158.47757,131.57004,1,1058.18054,93.67123,0,0,0,5.71463,1.26863,0.222, 
31.25892,70.74232,73.2888,71.10707,56.71402,0.11087,1591.78894,0.749,0.2834,-0.00174,17.93207,-10.95035,103.08527,79.34645,4.6416,1.20708,112.76336,15.28566,3.08995,160.71547,133.80708,1,1066.69629,93.67258,0,0,0,5.67781,1.27705,0.22492, 
31.36099,71.26948,73.93294,71.73444,56.64396,0.11185,1580.85901,0.80353,0.29137,-0.02851,18.12529,-12.10431,103.11284,79.37397,5.7171,0.57733,112.41393,14.92565,2.99017,163.22203,136.31467,1,1076.46021,93.67421,0,0,0,5.59349,1.34264,0.24004, 
31.44387,71.58905,74.41917,72.20802,56.58429,0.11259,1570.3783,0.85947,0.3001,-0.04171,18.39858,-12.65864,103.23593,79.49702,6.71156,0.28676,112.06073,14.71631,2.8799,165.21843,138.30127,1,1084.37866,93.67558,0,0,0,5.50439,1.41549,0.25716, 
31.55252,71.92769,74.84353,72.62232,56.50851,0.11324,1555.82715,0.9365,0.31396,-0.04366,18.89496,-12.85488,103.55873,79.81978,7.69442,0.35225,111.54376,14.58225,2.72834,167.80365,140.88133,1,1094.74585,93.67741,0,0,0,5.57723,1.52552,0.27353, 
31.65121,71.71066,74.66204,72.44846,56.45369,0.11297,1543.28674,0.98142,0.32608,-0.02588,19.40512,-12.66183,104.00419,80.26518,8.31965,1.37987,111.07177,14.61051,2.6147,170.14592,143.20459,1,1104.15308,93.67904,0,0,0,5.62917,1.60834,0.28572, 
31.76395,71.34693,74.14226,71.94659,56.37555,0.11219,1530.474,0.95241,0.31766,-0.01051,19.96853,-12.1185,104.68602,80.94696,7.42617,2.25056,110.57728,14.6146,2.50682,172.82224,145.86646,1,1114.88708,93.68077,0,0,0,5.77482,1.58745,0.27489, 
31.86492,70.9104,73.5741,71.39753,56.29224,0.11133,1519.81592,0.90583,0.3077,0.01087,20.38765,-11.37882,105.43461,81.6955,6.37958,3.30406,110.21249,14.55171,2.44183,175.21048,148.23848,1,1124.48645,93.68214,0,0,0,5.86373,1.53698,0.26212, 
31.96295,70.40496,73.00803,70.85034,56.20944,0.11048,1509.45728,0.86523,0.30533,0.05679,20.66153,-10.50022,106.24619,82.50705,5.39271,4.39589,109.96423,14.42778,2.42678,177.5098,150.51949,1,1133.79175,93.68327,0,0,0,6.0945,1.49473,0.24526, 
32.06039,70.11326,73.09606,70.93788,56.13068,0.11062,1498.58081,0.85121,0.30133,0.08798,20.78561,-9.66706,107.04339,83.30419,5.16943,5.56609,109.82799,14.24768,2.48079,179.76668,152.76242,1,1143.02747,93.68395,0,0,0,5.9289,1.46643,0.24734, 
32.15823,70.97095,74.14361,71.95661,56.04539,0.11221,1487.04541,0.88663,0.30094,0.11189,20.77761,-8.88763,107.78492,84.04567,5.52216,6.69471,109.76075,14.12854,2.57809,182.00638,154.97246,1,1152.28833,93.68401,0,0,0,5.78279,1.48277,0.25641, 
32.23621,71.47066,74.86101,72.65456,55.97514,0.1133,1477.84839,0.90141,0.30031,0.12748,20.68092,-8.30335,108.3192,84.57993,5.70354,7.44683,109.74625,14.07233,2.67377,183.7793,156.72841,1,1159.65967,93.68393,0,0,0,5.63193,1.47739,0.26232, 
32.34983,72.12704,75.59909,73.37331,55.874,0.11442,1464.81909,0.90308,0.29807,0.14555,20.43599,-7.47296,108.98714,85.2478,5.8032,8.25095,109.78459,14.00716,2.82335,186.3475,159.26414,1,1170.38159,93.68394,0,0,0,5.40827,1.44965,0.26804, 
32.45096,72.52409,76.12094,73.88204,55.78914,0.11521,1453.64783,0.91029,0.29753,0.15621,20.16535,-6.72069,109.45803,85.71864,5.8926,8.76293,109.87127,13.95838,2.95292,188.62083,161.51093,1,1179.91077,93.68417,0,0,0,5.2947,1.44013,0.27199, 
32.54161,72.80277,76.45048,74.2038,55.71926,0.11571,1444.04663,0.91787,0.29801,0.16462,19.89279,-6.03892,109.77048,86.03105,6.01571,9.0416,109.98582,13.92872,3.06633,190.64984,163.52403,1,1188.43921,93.68458,0,0,0,5.22237,1.43863,0.27547, 
32.64645,73.04175,76.75349,74.50026,55.64888,0.11618,1433.52698,0.92395,0.29912,0.16821,19.55652,-5.24067,110.00095,86.26148,6.20178,9.1517,110.1523,13.90073,3.19429,192.98891,165.83551,1,1198.29089,93.6853,0,0,0,5.16618,1.43523,0.27781, 
32.74481,73.17605,76.90563,74.65009,55.59523,0.11641,1424.28503,0.93916,0.30168,0.1668,19.23081,-4.47319,110.09203,86.35252,6.48407,9.07886,110.33316,13.89244,3.31131,195.17827,168.01093,1,1207.52405,93.68622,0,0,0,5.1681,1.45166,0.28089, 
32.82293,73.30507,77.04852,74.7905,55.56256,0.11663,1417.50146,0.95175,0.3042,0.163,18.95757,-3.8399,110.08419,86.34464,6.75317,8.87158,110.48866,13.90748,3.40221,196.91663,169.73041,1,1214.85168,93.68711,0,0,0,5.18762,1.46438,0.28228, 
32.9351,73.48399,77.23267,74.97168,55.53362,0.11692,1408.83496,0.97368,0.30867,0.15382,18.54446,-2.8936,109.95805,86.21844,7.16716,8.34719,110.72433,13.95921,3.5297,199.41724,172.20618,1,1225.36719,93.68862,0,0,0,5.26423,1.48941,0.28293, 
33.03519,73.74406,77.46308,75.19759,55.52813,0.11727,1402.44177,0.9976,0.31306,0.1403,18.16307,-2.02567,109.74754,86.00789,7.59591,7.68151,110.94015,14.04367,3.64045,201.65915,174.43423,1,1234.74768,93.69017,0,0,0,5.35287,1.51567,0.28315, 
33.12468,73.77567,77.2137,74.95742,55.53572,0.11689,1397.90759,0.98232,0.31067,0.11941,17.81845,-1.24189,109.49539,85.7557,7.44355,6.69757,111.12524,14.11114,3.72906,203.67531,176.43318,1,1243.13538,93.69173,0,0,0,5.45886,1.50221,0.27519, 
33.22802,73.77068,77.047,74.79794,55.55463,0.11665,1393.75452,0.97171,0.30729,0.08963,17.42742,-0.32104,109.158,85.41827,7.34469,5.50341,111.31682,14.15707,3.79516,206.01263,178.76778,1,1252.82373,93.6937,0,0,0,5.56208,1.49248,0.26833, 
33.31177,73.91362,77.07593,74.82778,55.57486,0.11669,1390.9823,0.96516,0.30397,0.06516,17.12193,0.46527,108.88044,85.14066,7.27525,4.54831,111.44639,14.17649,3.81311,207.91121,180.65826,1,1260.67798,93.69541,0,0,0,5.60082,1.48143,0.2645, 
33.42051,74.16391,77.27364,75.02225,55.60701,0.117,1387.95044,0.96707,0.3003,0.03725,16.73976,1.54469,108.5511,84.81128,7.14072,3.35195,111.59303,14.19287,3.79569,210.38025,183.11755,1,1270.88074,93.69778,0,0,0,5.69999,1.47795,0.25929, 
33.5196,74.56165,77.58549,75.32727,55.63932,0.11748,1385.66907,0.96464,0.29453,0.01343,16.39511,2.55041,108.30384,84.56396,6.83964,2.34857,111.7115,14.20296,3.74257,212.63365,185.34221,1,1280.18408,93.70007,0,0,0,5.77342,1.46405,0.25359, 
33.6166,75.08977,78.06176,75.79187,55.67055,0.1182,1383.76562,0.95488,0.28716,-0.00405,16.04927,3.53841,108.12888,84.38896,6.41976,1.48877,111.82201,14.19859,3.66285,214.841,187.53143,1,1289.2959,93.70242,0,0,0,5.81062,1.4336,0.24672, 
33.70568,75.65964,78.56421,76.28167,55.69526,0.11897,1382.12158,0.94387,0.27888,-0.0189,15.71745,4.44563,108.04164,84.3017,5.88138,0.90832,111.91941,14.17134,3.56917,216.86655,189.56598,1,1297.66846,93.70472,0,0,0,5.85441,1.40133,0.23936, 
33.80843,76.42303,79.19498,76.89651,55.71839,0.11993,1380.04932,0.92141,0.26836,-0.02771,15.30923,5.47766,108.03912,84.29913,5.12471,0.46509,112.03773,14.10102,3.44221,219.19566,191.89275,1,1307.32996,93.70749,0,0,0,5.89707,1.34935,0.22882, 
33.89167,76.99259,79.75323,77.44038,55.73648,0.12077,1377.93518,0.89978,0.26298,-0.0243,14.96386,6.24398,108.11061,84.37057,4.46489,0.29779,112.15125,14.00108,3.33553,221.07088,193.76726,1,1315.15955,93.70985,0,0,0,6.04579,1.30219,0.21539, 
34.0004,77.66234,80.39248,78.06367,55.75772,0.12175,1374.06335,0.86259,0.2517,-0.0246,14.53577,6.96386,108.28789,84.54779,3.62707,0.33018,112.32085,13.79867,3.20233,223.49425,196.19751,1,1325.39075,93.71306,0,0,0,5.98365,1.23149,0.20581, 
34.09935,78.11298,80.63293,78.29942,55.77623,0.12212,1368.9032,0.83651,0.24712,-0.02592,14.19574,7.35305,108.53794,84.79781,3.14543,0.32473,112.48614,13.55106,3.08463,225.66365,198.34103,1,1334.70471,93.71609,0,0,0,5.89666,1.1884,0.20154, 
34.21222,77.98247,80.42515,78.10012,55.80847,0.12181,1360.7168,0.82055,0.24938,-0.02244,13.89299,7.5935,108.95007,85.20988,3.10816,0.60578,112.67474,13.21889,2.94846,228.08501,200.75322,1,1345.33362,93.7196,0,0,0,5.78199,1.17074,0.20248, 
34.3125,77.44713,79.8443,77.53824,55.85823,0.12093,1351.27661,0.82526,0.25772,-0.00931,13.71525,7.7599,109.43355,85.69332,3.54401,1.22913,112.86568,12.91355,2.84408,230.18646,202.82709,1,1354.78369,93.72264,0,0,0,5.72406,1.19196,0.20824, 
34.41135,76.53376,78.94334,76.66534,55.93546,0.11957,1340.27515,0.84696,0.27113,0.00885,13.63485,7.98122,110.00787,86.26759,4.37033,2.01765,113.09602,12.6367,2.77148,232.21414,204.85086,1,1364.11047,93.7254,0,0,0,5.6929,1.24768,0.21916, 
34.50452,75.44848,77.90852,75.66219,56.03668,0.11801,1328.82922,0.86755,0.28559,0.03125,13.65933,8.29608,110.62064,86.88033,5.45371,2.82553,113.36221,12.40814,2.7334,234.09055,206.71605,1,1372.91675,93.72764,0,0,0,5.55951,1.30866,0.23539, 
34.61406,74.23668,76.95722,74.74051,56.18662,0.11657,1314.56653,0.89204,0.30118,0.05892,13.84344,8.80064,111.3904,87.65003,6.24952,3.91044,113.74842,12.17947,2.73351,236.26144,208.86214,1,1383.29199,93.72883,0,0,0,5.61872,1.3783,0.2453, 
34.71045,73.35862,76.23386,74.03976,56.33609,0.11548,1301.72058,0.91539,0.31225,0.08932,14.14821,9.34943,112.06311,88.3227,7.06521,4.74189,114.16805,12.01186,2.77615,238.14639,210.73201,1,1392.44836,93.72731,0,0,0,5.47685,1.43991,0.26291, 
34.8214,72.45299,75.61041,73.43639,56.52206,0.11454,1287.12854,0.95814,0.32617,0.1105,14.61669,10.11248,112.76563,89.02518,7.9845,5.37385,114.73687,11.88543,2.8654,240.29642,212.85263,1,1403.01892,93.72248,0,0,0,5.42443,1.53138,0.28231, 
34.92514,71.88673,75.20065,73.04036,56.70379,0.11392,1274.40088,1.00596,0.3376,0.11792,15.07989,10.93076,113.30398,89.56348,8.65131,5.63318,115.33614,11.85443,2.96248,242.30096,214.84636,1,1412.93408,93.71583,0,0,0,5.47554,1.62576,0.29691, 
35.01304,71.63018,75.04399,72.88976,56.85865,0.11369,1264.8512,1.02689,0.34177,0.11801,15.4037,11.6574,113.64033,89.8998,8.91299,5.59317,115.88181,11.88053,3.04351,244.00555,216.53851,1,1421.36072,93.70964,0,0,0,5.51967,1.66672,0.30196, 
35.11909,72.02657,75.69185,73.52108,57.03553,0.11467,1255.12354,1.04581,0.3365,0.10643,15.66697,12.53239,113.89453,90.15393,8.80071,5.08698,116.56049,11.938,3.13007,246.07538,218.74341,0,1431.55774,93.70304,0,0,0,5.64437,1.66891,0.29568, 
35.19859,72.96947,76.56232,74.36812,57.15384,0.11599,1249.17078,1.05535,0.32911,0.09732,15.77233,13.14421,113.98459,90.24397,8.52114,4.60299,117.07639,12.00082,3.17919,247.63889,220.20914,0,1439.21985,93.69905,0,0,0,5.74515,1.64652,0.28659, 
35.31193,75.18613,78.48992,76.24271,57.30452,0.11892,1242.57312,1.06888,0.32471,0.05679,15.84187,13.90587,114.01086,90.27018,8.41089,3.15953,117.77924,12.10525,3.2127,249.8884,222.3129,0,1450.17017,93.69476,0,0,0,5.76227,1.58161,0.27448, 
35.41198,75.22204,78.61536,76.36659,57.45143,0.11911,1238.78564,1.10133,0.33393,0.05095,15.9073,14.52443,114.02758,90.28687,8.98935,3.11203,118.39821,12.25436,3.20384,251.90059,224.39745,0,1459.86194,93.6923,0,0,0,5.75499,1.62356,0.28211, 
35.50982,75.24977,78.7626,76.51163,57.61303,0.11934,1237.28235,1.1242,0.33984,0.05043,15.96599,15.0737,114.05039,90.30963,9.37401,3.13926,119.0307,12.44389,3.18938,253.90149,226.53174,0,1469.36414,93.69099,0,0,0,5.7488,1.65083,0.28716, 
35.60643,75.39315,78.96886,76.71403,57.78547,0.11966,1238.09888,1.1425,0.34209,0.05184,16.0066,15.55832,114.07773,90.33692,9.53525,3.34833,119.68193,12.65737,3.17464,255.91591,228.53452,0,1478.776,93.69061,0,0,0,5.76427,1.66947,0.28962, 
35.70292,75.64828,79.31593,77.05325,57.96488,0.12019,1241.19739,1.14539,0.33888,0.05645,16.01591,15.98257,114.10446,90.36362,9.46125,3.56499,120.35735,12.87795,3.16291,257.96872,230.51517,0,1488.20398,93.69102,0,0,0,5.75505,1.65957,0.28837, 
35.7802,75.99467,79.64817,77.37772,58.10897,0.12069,1245.17383,1.13898,0.33283,0.063,16.01071,16.27113,114.12444,90.38356,9.21857,3.76699,120.9129,13.04038,3.15831,259.64197,231.90997,0,1495.7771,93.6919,0,0,0,5.74829,1.63714,0.28481, 
35.89317,76.69234,80.33199,78.04456,58.31795,0.12174,1252.88574,1.13426,0.32257,0.07757,16.01904,16.56538,114.13138,90.39046,8.74342,4.03669,121.75945,13.24998,3.169,262.13013,234.58418,0,1506.88013,93.69397,0,0,0,5.7549,1.60413,0.27874, 
35.99353,77.46931,81.05655,78.75083,58.49723,0.12284,1261.27454,1.12929,0.31213,0.08372,16.04585,16.71262,114.09505,90.3541,8.2355,4.07218,122.53071,13.41421,3.1914,264.37823,237.01328,0,1516.77783,93.6965,0,0,0,5.77862,1.56987,0.27167, 
36.08379,78.18521,82.01284,79.682,58.65142,0.12429,1269.7334,1.1309,0.30225,0.08835,16.08397,16.77435,114.01863,90.27763,7.80201,4.0123,123.22987,13.54838,3.21526,266.42786,238.71988,0,1525.70435,93.69934,0,0,0,5.80047,1.53638,0.26487, 
36.18808,80.03286,83.70325,81.32699,58.82664,0.12686,1280.52197,1.17293,0.29803,0.0874,16.13508,16.81113,113.86614,90.1251,7.6615,3.46096,124.06599,13.74385,3.24895,268.83017,241.36566,0,1536.04578,93.70318,0,0,0,5.87742,1.5293,0.2602, 
36.27242,80.89764,84.43077,82.03587,58.98389,0.12796,1290.42761,1.21694,0.30824,0.06607,16.17165,16.85514,113.69164,89.95056,8.09697,2.35723,124.74038,13.97465,3.2617,270.81009,243.20628,0,1544.43372,93.70672,0,0,0,5.9507,1.55792,0.2618, 
36.38152,80.89916,84.28691,81.89901,59.22888,0.12775,1305.78369,1.26672,0.33192,0.02164,16.20769,16.92012,113.43291,89.6918,8.99245,0.66603,125.57182,14.38624,3.23451,273.4404,246.03601,0,1555.3208,93.71176,0,0,0,6.00139,1.62597,0.27093, 
36.48114,79.90547,83.21683,80.86188,59.49004,0.12614,1323.13232,1.26765,0.34729,-0.01645,16.21222,16.92559,113.21117,89.47002,9.48722,-0.5281,126.26298,14.82109,3.16086,275.9259,248.39362,0,1565.30676,93.71657,0,0,0,5.99039,1.66999,0.27878, 
36.57835,78.46568,81.59735,79.29084,59.75443,0.12369,1343.08252,1.21818,0.34666,-0.03687,16.16668,16.82621,113.05066,89.30947,9.21164,-1.08086,126.86326,15.20725,3.05582,278.42969,250.94037,0,1575.09326,93.72117,0,0,0,6.0284,1.67168,0.2773, 
36.66791,77.11682,79.99337,77.73454,59.98154,0.12126,1363.2655,1.13924,0.33327,-0.04052,16.0561,16.6273,112.96927,89.22804,8.20738,-1.05049,127.35615,15.45762,2.94639,280.79391,253.35905,0,1584.14758,93.72514,0,0,0,6.17784,1.63049,0.26393, 
36.77127,75.72287,78.32925,76.12023,60.20016,0.11874,1387.00977,1.00913,0.30806,-0.03174,15.83025,16.3008,112.95499,89.21373,6.46746,-0.69064,127.85461,15.54924,2.82029,283.55991,256.14429,0,1594.63489,93.72917,0,0,0,6.29765,1.51105,0.23994, 
36.85516,74.94744,77.38083,75.20065,60.34003,0.11731,1405.00513,0.90944,0.28918,-0.02004,15.59169,15.98586,113.00466,89.26337,4.94656,-0.40009,128.20947,15.44969,2.72784,285.80649,258.22571,0,1603.17188,93.73198,0,0,0,6.37723,1.39945,0.21944, 
36.96397,74.4183,76.80553,74.6445,60.48246,0.11644,1424.52075,0.80672,0.27056,-0.00996,15.27811,15.53386,113.14323,89.4019,3.45176,-0.36739,128.61496,15.1262,2.62726,288.6839,261.08328,0,1614.2688,93.73499,0,0,0,6.25231,1.26387,0.20215, 
37.0626,74.44469,76.88017,74.71958,60.58922,0.11656,1437.15222,0.76549,0.26178,-0.01103,15.05069,15.14568,113.33573,89.59437,2.79209,-0.79135,128.94009,14.72271,2.54591,291.23236,263.73459,0,1624.3479,93.73717,0,0,0,6.17332,1.19826,0.1941, 
37.17478,73.92357,76.23505,74.09533,60.69703,0.11559,1445.31274,0.72214,0.26055,-0.03156,14.90895,14.79207,113.63825,89.89684,2.37105,-2.06393,129.2464,14.1951,2.4349,294.04327,266.54077,0,1635.83276,93.7392,0,0,0,5.99242,1.15087,0.19205, 
37.27566,73.71243,76.16405,74.02875,60.78412,0.11549,1446.9032,0.71933,0.25997,-0.05274,14.90424,14.57061,113.99949,90.25804,2.43914,-3.25012,129.46758,13.70539,2.29469,296.48514,268.89725,0,1646.1759,93.74075,0,0,0,5.85424,1.14822,0.19614, 
37.37266,73.87375,76.54222,74.39857,60.8597,0.11606,1443.85535,0.73415,0.25995,-0.07303,15.01984,14.44482,114.44361,90.70213,2.82891,-4.332,129.64726,13.26232,2.12408,298.75778,271.17322,0,1656.13477,93.74202,0,0,0,5.66567,1.15892,0.20455, 
37.45801,74.37376,77.31038,75.14706,60.9205,0.11723,1438.15466,0.78598,0.26363,-0.10114,15.22543,14.39503,114.92986,91.18835,3.55107,-5.60126,129.78659,12.9425,1.94688,300.70251,273.12854,1,1664.90723,93.74302,0,0,0,5.57946,1.21475,0.21772, 
37.56178,74.97691,78.08295,75.90041,60.98467,0.11841,1428.71155,0.82839,0.26531,-0.11711,15.57032,14.36856,115.65667,91.91512,4.01901,-6.16052,129.94498,12.65212,1.6994,303.01614,275.42813,1,1675.58374,93.74415,0,0,0,5.53295,1.25441,0.22672, 
37.63912,75.533,78.65993,76.463,61.026,0.11929,1420.5752,0.87326,0.26801,-0.12331,15.8672,14.36177,116.29598,92.55441,4.32406,-6.27776,130.0699,12.49982,1.51321,304.71356,277.11472,1,1683.5481,93.74496,0,0,0,5.64562,1.30305,0.23081, 
37.74986,76.30731,79.5051,77.28697,61.07708,0.12057,1408.45251,0.91896,0.26963,-0.12412,16.2485,14.35467,117.33591,93.59428,4.53806,-6.03404,130.27551,12.37889,1.25521,307.12024,279.51273,1,1694.96008,93.74616,0,0,0,5.79757,1.34236,0.23154, 
37.84713,76.98621,80.07234,77.84057,61.11159,0.12144,1398.05347,0.93834,0.2689,-0.11454,16.49948,14.33805,118.35399,94.61234,4.57463,-5.41957,130.48286,12.3189,1.04619,309.22186,281.60184,1,1704.99121,93.74728,0,0,0,5.90632,1.35143,0.22881, 
37.93593,77.46931,80.47157,78.23058,61.13745,0.12205,1389.00452,0.94681,0.26764,-0.09985,16.64854,14.30813,119.3593,95.61761,4.47143,-4.5552,130.69957,12.27914,0.8772,311.13391,283.50726,1,1714.1532,93.7484,0,0,0,6.05284,1.35049,0.22312, 
38.03695,77.88798,80.71388,78.46845,61.16411,0.12242,1379.26355,0.94455,0.26601,-0.07322,16.72998,14.25313,120.57027,96.82855,4.30248,-3.27295,130.98457,12.22783,0.72005,313.30188,285.68024,1,1724.57922,93.74977,0,0,0,6.20337,1.33943,0.21592, 
38.13217,77.96199,80.59061,78.35072,61.19308,0.12224,1370.43726,0.93795,0.26699,-0.0414,16.73369,14.18608,121.75276,98.01101,4.1217,-2.04272,131.29872,12.15893,0.61627,315.33594,287.70746,1,1734.41113,93.75115,0,0,0,6.38729,1.33466,0.20896, 
38.20768,77.76813,80.30539,78.07507,61.22233,0.12181,1363.50195,0.92515,0.2681,-0.01615,16.69801,14.13007,122.69758,98.9558,4.02524,-1.10642,131.5788,12.08011,0.5676,316.93948,289.30981,1,1742.21252,93.75229,0,0,0,6.44295,1.32598,0.2058, 
38.3172,77.31072,79.74551,77.53307,61.27605,0.12096,1353.12549,0.90175,0.27007,0.0221,16.63442,13.9581,124.04184,100.30003,3.9918,0.23264,132.03136,11.91222,0.55018,319.24197,291.63,1,1753.53528,93.75392,0,0,0,6.38731,1.31017,0.20512, 
38.41667,76.71473,79.14976,76.95595,61.33739,0.12006,1342.93042,0.89392,0.27468,0.05136,16.60238,13.64925,125.19699,101.45514,4.13281,1.28365,132.48642,11.72267,0.5906,321.30246,293.69171,1,1763.82837,93.75532,0,0,0,6.33717,1.3174,0.20788, 
38.50886,76.09311,78.53979,76.36473,61.40581,0.11914,1332.70496,0.89522,0.28077,0.07329,16.61064,13.27351,126.1834,102.44151,4.41456,2.07361,132.93877,11.53879,0.66478,323.18253,295.57904,1,1773.37805,93.75648,0,0,0,6.28511,1.3384,0.21295, 
38.61534,75.2514,77.8047,75.65218,61.49769,0.11803,1320.01184,0.90536,0.28956,0.09319,16.67107,12.77104,127.19915,103.45723,4.94111,2.7272,133.48732,11.33377,0.78416,325.32034,297.74261,1,1784.42432,93.7575,0,0,0,6.20414,1.37679,0.22192, 
38.71689,74.53694,77.1696,75.03665,61.59827,0.11707,1307.34436,0.92814,0.29957,0.10586,16.7556,12.23346,128.01581,104.27386,5.58437,3.06707,134.03191,11.17581,0.91961,327.32965,299.74231,1,1794.97424,93.75754,0,0,0,6.17484,1.43228,0.23195, 
38.81716,73.77899,76.45198,74.34079,61.70327,0.11599,1294.66248,0.92603,0.30513,0.10249,16.84584,11.67506,128.6662,104.92421,5.89966,2.81751,134.55522,11.0269,1.05602,329.2901,301.73499,1,1805.40955,93.75627,0,0,0,6.18331,1.45446,0.23522, 
38.91634,73.29167,76.08497,73.9858,61.81482,0.11543,1282.14575,0.95359,0.31425,0.09979,16.93126,11.117,129.1626,105.42058,6.67023,2.64496,135.06238,10.92629,1.18289,331.21048,303.7027,1,1815.74951,93.75381,0,0,0,6.14098,1.50957,0.24582, 
38.99719,73.0955,75.9917,73.89654,61.90968,0.11529,1272.35059,0.97645,0.32011,0.09421,16.98642,10.6581,129.46423,105.72219,7.17849,2.4041,135.4633,10.88667,1.27554,332.76935,305.26651,1,1824.1936,93.75123,0,0,0,6.13682,1.5481,0.25226, 
39.1026,73.1022,76.14891,74.05147,62.034,0.11554,1260.65015,1.00243,0.32337,0.08368,17.01926,10.04417,129.73024,105.98816,7.62401,2.03855,135.96208,10.88961,1.37799,334.80219,307.32913,1,1835.22119,93.74785,0,0,0,6.11677,1.58135,0.25853, 
39.19817,73.48732,76.60656,74.49834,62.1422,0.11624,1251.47778,1.02518,0.32433,0.07881,16.99709,9.4641,129.86555,106.12344,7.91425,2.13503,136.3909,10.93528,1.45423,336.65366,309.22034,1,1845.23816,93.74534,0,0,0,6.04279,1.59657,0.26421, 
39.30698,73.82389,76.9686,74.85249,62.27003,0.11679,1243.0874,1.05932,0.32947,0.07918,16.89044,8.78419,129.91412,106.17198,8.3024,2.44643,136.86534,11.05275,1.53174,338.78247,311.34564,1,1856.66418,93.74319,0,0,0,6.0132,1.63331,0.27162, 
39.40358,73.96008,77.19106,75.07075,62.39209,0.11713,1237.92249,1.0776,0.3319,0.08255,16.7053,8.15566,129.87404,106.13187,8.46298,2.86714,137.2753,11.2004,1.59802,340.70007,313.28818,1,1866.82849,93.74188,0,0,0,5.99603,1.65175,0.27547, 
