TIME,ALTITUDE,QC,PS,TAT,SAT,MACH,CAS,Throttle Angle,N1,Mag Hdg,PITCH,ROLL,Aileron Pilot Force,Elevator Stick Force,Rudder Force,Boom AoA,Boom AoSS,Rudder Position,STAB Position,Elevator Position,Aileron Position,Weight,Nx,Nz
SEC,FT,mBAR,INHG,DEGC,DEGC,,KTS,DEG,PCT,DEG,DEG,DEG,LBS,LBS,LBS,INOP,INOP,DEG,DEG,DEG,DEG,LB,G,G
25.2,17395,17.1562,15.32,-2,-4.5,0.21598,102.62,30.43,49.067,65.241,11.65,-0.25,-0.1,15.7,-1,11.8,-0.38,-0.1,18.1,0.27,-0.6,11388,0.272,0.9
25.3,17395,17.1562,15.32,-2,-4.5,0.21598,102.62,30.43,49.067,65.241,11.65,-0.25,-1.1,15.6,-0.8,11.88,-0.43,-0.1,18.11,0.25,-0.7,11388,0.352,0.786
25.4,17393,17.125,15.32,-1.75,-4.5,0.21561,102.37,30.43,49.074,65.291,11.74,-0.26,-1.1,15.4,-0.2,11.94,-0.3,-0.1,18.11,0.24,-0.7,11388,0.299,0.902
25.5,17393,17.125,15.32,-1.75,-4.5,0.21561,102.37,30.43,49.074,65.291,11.74,-0.26,-1,15.4,1.9,11.94,-0.27,-0.07,18.11,0.22,-0.7,11388,0.592,1.016
25.6,17391,17.0312,15.32,-1.75,-4.25,0.21542,102.31,30.43,49.07,65.351,11.82,-0.31,-0.7,15.5,1,11.99,-0.37,-0.07,18.11,0.18,-0.7,11388,0.486,0.848
25.7,17391,17.0312,15.32,-1.75,-4.25,0.21542,102.31,30.43,49.07,65.351,11.82,-0.31,-0.4,16.4,1.4,12.07,-0.22,-0.07,18.11,0.27,-0.6,11388,0.375,0.925
25.8,17388,17,15.32,-1.75,-4.25,0.21498,102.12,30.43,49.07,65.406,11.9,-0.34,-0.8,17.2,2.4,12.02,-0.3,-0.04,18.11,0.4,-0.7,11389,0.604,0.928
25.9,17388,17,15.32,-1.75,-4.25,0.21498,102.12,30.43,49.07,65.406,11.9,-0.34,0,16.5,2.8,12.14,-0.53,-0.04,18.11,0.53,-0.6,11389,0.486,0.923
26,17386,16.9375,15.32,-1.75,-4.25,0.2148,102,30.43,49.074,65.478,12.01,-0.4,0.2,15,2.1,12.22,-0.52,-0.04,18.11,0.43,-0.6,11389,0.662,0.778
26.1,17386,16.9375,15.32,-1.75,-4.25,0.2148,102,30.43,49.074,65.478,12.01,-0.4,0.1,13.8,1.7,12.24,-0.47,-0.01,18.11,0.16,-0.6,11389,0.42,0.907
26.2,17384,16.875,15.33,-1.75,-4,0.2143,101.81,30.43,49.07,65.555,12.11,-0.43,-0.3,13.7,1.3,12.21,-0.45,0.09,18.11,0.02,-0.6,11391,0.324,0.975
26.3,17384,16.875,15.33,-1.75,-4,0.2143,101.81,30.43,49.07,65.555,12.11,-0.43,-0.1,14.4,1.3,12.35,-0.48,0.06,18.11,0,-0.7,11391,0.259,1
26.4,17381,16.8437,15.33,-1.5,-4,0.21386,101.56,30.43,49.07,65.637,12.18,-0.44,-0.4,15.2,0.6,12.41,-0.38,0.06,18.11,0,-0.6,11393,0.365,0.814
26.5,17381,16.8437,15.33,-1.5,-4,0.21386,101.56,30.43,49.07,65.637,12.18,-0.44,-0.8,14.8,1.2,12.43,-0.47,0.09,18.11,0.04,-0.7,11393,0.181,0.907
26.6,17379,16.75,15.33,-1.5,-4,0.21361,101.5,30.43,49.081,65.725,12.25,-0.48,-1,14.1,3.7,12.43,-0.53,0.29,18.11,0.06,-0.7,11394,0.045,0.936
26.7,17379,16.75,15.33,-1.5,-4,0.21361,101.5,30.43,49.081,65.725,12.25,-0.48,-0.2,12.8,1.4,12.52,-0.53,0.29,18.11,-0.19,-0.6,11394,0.181,0.894
26.8,17377,16.7187,15.33,-1.5,-4,0.21305,101.25,30.43,49.067,65.819,12.28,-0.48,-0.6,11.8,-1.2,12.54,-0.58,0.22,18.1,-0.66,-0.7,11394,0.072,0.812
26.9,17377,16.7187,15.33,-1.5,-4,0.21305,101.25,30.43,49.067,65.819,12.28,-0.48,-3,10.6,-1.8,12.54,-0.6,0.22,18.11,-1.19,-0.7,11394,0.249,0.918
27,17375,16.6562,15.33,-1.5,-4,0.21286,101.12,30.43,49.07,65.918,12.24,-0.48,-3.3,10,-1.5,12.57,-0.63,0.22,18.11,-1.85,-1.4,11394,0.236,0.918
27.1,17375,16.6562,15.33,-1.5,-4,0.21286,101.12,30.43,49.07,65.918,12.24,-0.48,-3.6,9.9,-0.7,12.63,-0.72,0.22,18.1,-2.13,-2.5,11394,-0.054,0.876
27.2,17373,16.5937,15.33,-1.5,-3.75,0.21242,100.94,30.43,49.051,66,12.11,-0.61,-2.8,9.8,-1.5,12.6,-0.72,0.19,18.11,-2.14,-3.3,11395,-0.044,0.987
27.3,17373,16.5937,15.33,-1.5,-3.75,0.21242,100.94,30.43,49.051,66,12.11,-0.61,-1.1,9.6,-3.4,12.52,-0.82,0.19,18.11,-2.25,-3.4,11395,-0.018,0.933
27.4,17371,16.5625,15.33,-1.25,-3.75,0.21205,100.75,30.43,49.062,66.077,11.88,-0.82,-0.4,9.8,-2.4,12.44,-0.93,0.16,18.11,-2.3,-3.4,11395,-0.127,1.031
27.5,17371,16.5625,15.33,-1.25,-3.75,0.21205,100.75,30.43,49.062,66.077,11.88,-0.82,1,9.4,-2.4,12.35,-0.88,0.16,18.11,-2.47,-3.4,11395,-0.056,0.902
27.6,17369,16.5,15.34,-1.25,-3.5,0.21186,100.62,30.43,49.055,66.149,11.6,-1.04,2.2,9.2,-3.7,12.27,-0.9,0.16,18.11,-2.68,-3.4,11397,0.206,0.91
27.7,17369,16.5,15.34,-1.25,-3.5,0.21186,100.62,30.43,49.055,66.149,11.6,-1.04,2.9,12.2,-3.5,12.13,-0.98,0.13,18.11,-2.51,-2.5,11397,-0.056,0.928
27.8,17366,16.4687,15.34,-1,-3.5,0.21148,100.5,30.43,49.051,66.22,11.27,-1.21,2.2,13.7,-0.3,12.02,-1.02,0.16,18.11,-1.83,-0.9,11397,0.226,0.933
27.9,17366,16.4687,15.34,-1,-3.5,0.21148,100.5,30.43,49.051,66.22,11.27,-1.21,0.4,14.6,0.7,11.91,-1.07,0.19,18.11,-1.19,-0.8,11397,0.188,0.982
28,17364,16.4375,15.34,-1,-3.5,0.21136,100.44,30.43,49.048,66.303,10.96,-1.26,0,15.3,1,11.77,-1.13,0.26,18.11,-0.98,-0.8,11398,0.214,0.977
28.1,17364,16.4375,15.34,-1,-3.5,0.21136,100.44,30.43,49.048,66.303,10.96,-1.26,0,15.9,0.9,11.59,-1.1,0.26,18.11,-0.9,-0.8,11398,0.372,0.884
28.2,17362,16.375,15.34,-1,-3.5,0.21105,100.25,30.43,49.048,66.38,10.7,-1.22,-0.9,15.8,0.9,11.52,-1.03,0.26,18.1,-0.64,-0.8,11398,0.206,0.783
28.3,17362,16.375,15.34,-1,-3.5,0.21105,100.25,30.43,49.048,66.38,10.7,-1.22,-0.9,15.1,2.9,11.52,-1.1,0.26,18.11,-0.58,-0.8,11398,0.428,0.879
28.4,17360,16.3437,15.34,-1,-3.5,0.21073,100.12,30.43,49.036,66.446,10.49,-1.15,-0.4,13.6,2.9,11.36,-1.18,0.32,18.11,-0.86,-0.8,11400,0.372,0.83
28.5,17360,16.3437,15.34,-1,-3.5,0.21073,100.12,30.43,49.036,66.446,10.49,-1.15,-0.3,13,2.3,11.3,-1.12,0.45,18.11,-1.02,-0.8,11400,0.216,0.925
28.6,17358,16.3125,15.34,-1,-3.25,0.21055,100.06,19.38,49.048,66.512,10.34,-1.02,-0.1,15,1.1,11.34,-1.15,0.55,18.11,-1.09,-0.8,11402,0.299,0.912
28.7,17358,16.3125,15.34,-1,-3.25,0.21055,100.06,19.38,49.048,66.512,10.34,-1.02,0.3,15.7,0.5,11.2,-1.18,0.55,18.11,-0.58,-0.8,11402,0.599,0.987
28.8,17355,16.2812,15.34,-0.75,-3.25,0.2103,99.94,18.43,48.977,66.572,10.22,-0.84,-0.1,16.8,-0.6,11.22,-1.15,0.55,18.11,-0.32,-0.8,11403,0.652,0.912
28.9,17355,16.2812,15.34,-0.75,-3.25,0.2103,99.94,18.43,48.977,66.572,10.22,-0.84,-0.5,17,-0.8,11.25,-1.08,0.52,18.11,-0.13,-0.8,11403,0.289,0.861
29,17353,16.25,15.35,-0.75,-3.25,0.21017,99.87,17.76,48.92,66.622,10.17,-0.65,-0.5,16.2,1.2,11.23,-1.12,0.52,18.11,-0.1,-0.8,11404,0.266,0.825
29.1,17353,16.25,15.35,-0.75,-3.25,0.21017,99.87,17.76,48.92,66.622,10.17,-0.65,-0.2,17.9,2.6,11.27,-1.08,0.49,18.11,-0.04,-0.8,11404,0.241,0.915
29.2,17350,16.2187,15.35,-0.75,-3.25,0.20998,99.75,17.48,48.838,66.671,10.21,-0.44,-0.7,18.3,0.3,11.39,-1.07,0.49,18.11,0.46,-0.8,11406,0.211,0.92
29.3,17350,16.2187,15.35,-0.75,-3.25,0.20998,99.75,17.48,48.838,66.671,10.21,-0.44,-1.6,18.1,0.5,11.48,-1.15,0.52,18.12,0.89,-0.8,11406,0.115,0.928
29.4,17347,16.1875,15.35,-0.75,-3.25,0.20955,99.62,17.5,48.728,66.715,10.32,-0.23,-2.3,16.3,3.3,11.53,-1.05,0.49,18.11,0.77,-0.8,11408,0.33,0.817
29.5,17347,16.1875,15.35,-0.75,-3.25,0.20955,99.62,17.5,48.728,66.715,10.32,-0.23,-1.8,15.6,1.9,11.58,-1.07,0.52,18.1,0.53,-0.9,11408,0.259,0.954
29.6,17344,16.125,15.35,-0.75,-3,0.20942,99.5,17.3,48.59,66.743,10.46,-0.04,-2.6,16.1,-1.7,11.77,-1.02,0.52,18.11,0.47,-0.9,11409,0.198,0.98
29.7,17344,16.125,15.35,-0.75,-3,0.20942,99.5,17.3,48.59,66.743,10.46,-0.04,-3,15.6,-2.6,11.85,-0.88,0.39,18.1,0.5,-1.4,11409,0.211,0.998
29.8,17340,16.0937,15.35,-0.5,-3,0.20905,99.37,17.38,48.385,66.77,10.65,0.06,-3,14.7,-2.1,11.94,-0.87,0.35,18.11,0.37,-2.1,11410,0.186,0.843
29.9,17340,16.0937,15.35,-0.5,-3,0.20905,99.37,17.38,48.385,66.77,10.65,0.06,-2.7,14.2,-0.8,12.14,-0.93,0.35,18.11,0.02,-2.2,11410,0.269,0.809
30,17337,16.0312,15.36,-0.5,-3,0.2088,99.25,17.42,48.152,66.798,10.82,0.09,-3,14.8,-1,12.29,-0.75,0.35,18.11,-0.31,-2.3,11412,0.098,0.907
30.1,17337,16.0312,15.36,-0.5,-3,0.2088,99.25,17.42,48.152,66.798,10.82,0.09,-1.5,16.8,-0.5,12.43,-0.77,0.35,18.11,0.25,-2.3,11412,0.355,0.871
30.2,17334,16,15.36,-0.5,-3,0.20848,99.12,17.38,47.908,66.825,11,0.04,-1,15.5,1.5,12.55,-0.85,0.35,18.11,0.66,-2.3,11412,0.37,0.985
30.3,17334,16,15.36,-0.5,-3,0.20848,99.12,17.38,47.908,66.825,11,0.04,0.1,13.2,3.2,12.63,-0.78,0.35,18.1,-0.15,-2.4,11412,0.287,0.951
30.4,17331,15.9687,15.36,-0.5,-3,0.20817,98.94,17.58,47.578,66.853,11.16,-0.07,-0.4,12.6,2,12.79,-0.6,0.39,18.11,-0.89,-2.3,11412,0.393,0.975
30.5,17331,15.9687,15.36,-0.5,-3,0.20817,98.94,17.58,47.578,66.853,11.16,-0.07,-0.2,10.8,0.6,12.85,-0.73,0.42,18.11,-1.03,-2.3,11412,0.234,0.941
30.6,17328,15.9375,15.36,-0.5,-2.75,0.20817,98.94,17.57,47.262,66.891,11.21,-0.2,-0.6,7.9,-0.1,13.04,-0.65,0.42,18.1,-2.1,-2.4,11412,0.168,0.931
30.7,17328,15.9375,15.36,-0.5,-2.75,0.20817,98.94,17.57,47.262,66.891,11.21,-0.2,-0.8,9.7,-1.9,13.06,-0.85,0.42,18.11,-3.81,-2.3,11412,0.135,0.964
30.8,17324,15.9375,15.36,-0.5,-2.75,0.20792,98.81,17.42,46.895,66.935,11.11,-0.35,-0.3,11.1,-3.5,13.17,-0.78,0.39,18.1,-3.59,-2.4,11413,-0.013,0.972
30.9,17324,15.9375,15.36,-0.5,-2.75,0.20792,98.81,17.42,46.895,66.935,11.11,-0.35,-0.8,10.9,-3.2,13.15,-0.7,0.35,18.11,-2.66,-2.3,11413,0.229,1.047
31,17321,15.9062,15.37,-0.5,-2.75,0.20792,98.81,17.28,46.518,66.996,10.89,-0.49,-1.2,12.7,-2.7,13.09,-0.92,0.35,18.11,-2.49,-2.4,11413,0.272,1.011
31.1,17321,15.9062,15.37,-0.5,-2.75,0.20792,98.81,17.28,46.518,66.996,10.89,-0.49,0.7,13.3,-2.9,12.93,-0.83,0.35,18.1,-2.32,-2.4,11413,0.317,0.866
31.2,17318,15.9062,15.37,-0.5,-2.75,0.20786,98.81,17.37,46.146,67.056,10.61,-0.64,0,12.7,-3.9,12.87,-0.88,0.35,18.11,-2.3,-2.3,11413,0.319,0.881
31.3,17318,15.9062,15.37,-0.5,-2.75,0.20786,98.81,17.37,46.146,67.056,10.61,-0.64,-1.1,11.9,-4,12.79,-0.92,0.32,18.11,-2.3,-2.3,11413,0.292,0.938
31.4,17315,15.875,15.37,-0.25,-2.75,0.20773,98.75,17.48,45.788,67.122,10.26,-0.78,0,10.8,-3.5,12.71,-1,0.29,18.11,-2.44,-2.3,11413,0.143,0.856
31.5,17315,15.875,15.37,-0.25,-2.75,0.20773,98.75,17.48,45.788,67.122,10.26,-0.78,0.7,10,-3.9,12.6,-1.02,0.26,18.11,-2.85,-2.4,11413,0.224,1.037
31.6,17311,15.9062,15.37,-0.25,-2.5,0.2078,98.75,17.43,45.414,67.183,9.89,-0.9,2.2,13,-5.1,12.51,-1.12,0.22,18.11,-2.69,-2.4,11413,0.105,0.804
31.7,17311,15.9062,15.37,-0.25,-2.5,0.2078,98.75,17.43,45.414,67.183,9.89,-0.9,1.7,15.4,-5.1,12.35,-1.03,0.19,18.1,-1.97,-2.3,11413,0.133,0.812
31.8,17307,15.875,15.37,0,-2.5,0.20767,98.75,17.63,45.031,67.238,9.51,-0.98,1.2,18,-4.8,12.22,-1.15,0.22,18.11,-0.47,-2.3,11415,0.234,0.84
31.9,17307,15.875,15.37,0,-2.5,0.20767,98.75,17.63,45.031,67.238,9.51,-0.98,2.5,18.2,-5.5,12.08,-1.15,0.16,18.11,1.54,-1.9,11415,0.108,0.946
32,17303,15.875,15.38,0,-2.5,0.20761,98.69,17.4,44.671,67.293,9.28,-0.99,2.8,17.8,-7.1,11.88,-1.17,0.16,18.11,1.69,-1.1,11417,0.055,0.85
32.1,17303,15.875,15.38,0,-2.5,0.20761,98.69,17.4,44.671,67.293,9.28,-0.99,1,15.9,-6.9,11.78,-1.18,0.09,18.12,0.77,-0.8,11417,0.133,0.843
32.2,17300,15.875,15.38,0,-2.25,0.20761,98.69,17.51,44.313,67.337,9.14,-0.91,-0.4,16.6,-6.3,11.77,-1.17,-0.01,18.11,0.38,-0.8,11418,0.266,0.863
32.3,17300,15.875,15.38,0,-2.25,0.20761,98.69,17.51,44.313,67.337,9.14,-0.91,-0.9,18.3,-6.3,11.7,-1.1,-0.04,18.11,0.71,-0.8,11418,0.09,0.84
32.4,17297,15.875,15.38,0,-2.25,0.20755,98.69,17.4,43.99,67.37,9.08,-0.76,-3,18.6,-5.6,11.69,-1.17,-0.07,18.11,0.9,-0.9,11419,0.123,0.822
32.5,17297,15.875,15.38,0,-2.25,0.20755,98.69,17.4,43.99,67.37,9.08,-0.76,-3.2,19.3,-4.5,11.77,-1.2,-0.04,18.11,1.15,-1.4,11419,0.239,0.786
32.6,17293,15.875,15.38,0,-2.25,0.20748,98.69,17.42,43.652,67.386,9.12,-0.63,-1.9,20.3,-3.4,11.8,-1.25,-0.1,18.11,1.72,-1.5,11422,0.062,0.845
32.7,17293,15.875,15.38,0,-2.25,0.20748,98.69,17.42,43.652,67.386,9.12,-0.63,-0.5,19.8,-2.8,11.86,-1.15,-0.07,18.11,1.99,-1.5,11422,0.259,0.832
32.8,17288,15.8437,15.39,0.25,-2.25,0.20742,98.62,17.44,43.322,67.392,9.24,-0.48,-0.4,18.1,-3.2,11.94,-1.07,-0.04,18.11,1.9,-1.5,11424,0.156,0.856
32.9,17288,15.8437,15.39,0.25,-2.25,0.20742,98.62,17.44,43.322,67.392,9.24,-0.48,-0.5,16.1,-2.7,12.05,-1.02,-0.04,18.1,1.27,-1.5,11424,0.234,0.964
33,17284,15.8437,15.39,0.25,-2.25,0.20736,98.62,17.47,43.049,67.386,9.4,-0.34,-0.2,16.2,-2,12.19,-1,-0.04,18.1,0.74,-1.5,11426,0.15,0.837
33.1,17284,15.8437,15.39,0.25,-2.25,0.20736,98.62,17.47,43.049,67.386,9.4,-0.34,-0.4,15.4,-2.9,12.35,-0.97,-0.04,18.1,0.74,-1.5,11426,0.231,0.912
33.2,17281,15.8437,15.39,0.25,-2.25,0.20723,98.56,17.55,42.784,67.37,9.56,-0.26,-0.6,14.7,-3.1,12.49,-1.02,-0.04,18.11,0.71,-1.5,11428,0.1,0.814
33.3,17281,15.8437,15.39,0.25,-2.25,0.20723,98.56,17.55,42.784,67.37,9.56,-0.26,-1.1,14.3,-2.5,12.54,-0.95,-0.04,18.1,0.59,-1.5,11428,0.103,0.918
33.4,17277,15.8125,15.39,0.25,-2.25,0.20717,98.56,17.45,42.507,67.348,9.68,-0.21,-0.6,14.8,-2.2,12.71,-0.95,-0.07,18.11,0.53,-1.5,11428,0.13,0.837
33.5,17277,15.8125,15.39,0.25,-2.25,0.20717,98.56,17.45,42.507,67.348,9.68,-0.21,-0.7,14.8,-2.1,12.79,-0.87,-0.04,18.11,0.52,-1.5,11428,0.277,0.925
33.6,17273,15.8125,15.4,0.25,-2,0.20711,98.56,17.48,42.316,67.331,9.81,-0.2,-0.2,14.8,-1.6,12.87,-0.95,-0.07,18.11,0.52,-1.5,11429,0.365,0.954
33.7,17273,15.8125,15.4,0.25,-2,0.20711,98.56,17.48,42.316,67.331,9.81,-0.2,-0.4,16.7,-2.1,12.93,-0.8,-0.07,18.1,0.56,-1.5,11429,0.375,0.928
33.8,17268,15.8125,15.4,0.25,-2,0.20705,98.5,17.47,42.097,67.309,9.91,-0.25,-0.6,17.6,-2.3,13.09,-0.68,-0.01,18.11,1.06,-1.5,11427,0.314,0.905
33.9,17268,15.8125,15.4,0.25,-2,0.20705,98.5,17.47,42.097,67.309,9.91,-0.25,-0.5,17.5,-2.9,13.15,-0.7,-0.04,18.1,1.37,-1.5,11427,0.342,0.892
34,17264,15.8125,15.4,0.25,-2,0.20705,98.5,17.51,41.901,67.293,10.01,-0.33,-0.7,16.6,-3.5,13.2,-0.67,-0.04,18.11,1.29,-1.5,11429,0.176,0.907
34.1,17264,15.8125,15.4,0.25,-2,0.20705,98.5,17.51,41.901,67.293,10.01,-0.33,-0.6,15.5,-2.8,13.26,-0.4,-0.04,18.11,1.12,-1.5,11429,0.289,0.936
34.2,17260,15.7812,15.4,0.25,-2,0.20692,98.44,17.48,41.715,67.282,10.09,-0.47,-0.5,14.2,-3.1,13.36,-0.52,-0.04,18.11,0.59,-1.5,11429,0.279,0.869
34.3,17260,15.7812,15.4,0.25,-2,0.20692,98.44,17.48,41.715,67.282,10.09,-0.47,-0.2,13.9,-4.2,13.39,-0.45,-0.07,18.1,0.18,-1.5,11429,0.33,0.928
34.4,17257,15.7812,15.41,0.5,-2,0.20686,98.44,17.43,41.569,67.287,10.12,-0.63,-0.2,15.6,-4,13.47,-0.58,-0.07,18.11,0.27,-1.5,11427,0.188,0.861
34.5,17257,15.7812,15.41,0.5,-2,0.20686,98.44,17.43,41.569,67.287,10.12,-0.63,0,15.2,-2.7,13.5,-0.43,-0.07,18.11,0.4,-1.5,11427,0.4,0.951
34.6,17253,15.7812,15.41,0.5,-2,0.20686,98.44,17.45,41.436,67.298,10.14,-0.81,0.8,14.2,-2.1,13.51,-0.52,-0.1,18.11,0.4,-1.5,11427,0.246,0.928
34.7,17253,15.7812,15.41,0.5,-2,0.20686,98.44,17.45,41.436,67.298,10.14,-0.81,0.7,13.7,-2.9,13.47,-0.48,-0.1,18.11,0.29,-1.5,11427,0.125,1.016
34.8,17248,15.7812,15.41,0.5,-2,0.2068,98.44,17.51,41.296,67.326,10.13,-1.03,2.2,14.6,-3.2,13.5,-0.3,-0.1,18.1,0.25,-1.5,11427,0.317,0.814
34.9,17248,15.7812,15.41,0.5,-2,0.2068,98.44,17.51,41.296,67.326,10.13,-1.03,2.1,14.8,-3.1,13.47,-0.62,-0.07,18.11,0.34,-1.4,11427,0.241,0.819
35,17244,15.7812,15.41,0.5,-2,0.2068,98.44,17.63,41.204,67.37,10.11,-1.21,3.2,15.8,-2.9,13.47,-0.72,-0.07,18.11,0.53,-1.2,11429,0.203,0.848
35.1,17244,15.7812,15.41,0.5,-2,0.2068,98.44,17.63,41.204,67.37,10.11,-1.21,2.9,17.3,-4.2,13.48,-0.68,-0.04,18.1,0.78,0.2,11429,0.062,0.85
35.2,17239,15.7812,15.42,0.5,-1.75,0.20673,98.37,17.37,41.104,67.425,10.11,-1.26,0.7,16.4,-4.1,13.44,-0.83,-0.07,18.11,0.96,0.7,11429,0.269,0.858
35.3,17239,15.7812,15.42,0.5,-1.75,0.20673,98.37,17.37,41.104,67.425,10.11,-1.26,-1,16.8,-3.3,13.45,-0.55,-0.07,18.11,1.06,0.6,11429,0.095,0.912
35.4,17235,15.7812,15.42,0.5,-1.75,0.20655,98.37,17.35,40.99,67.491,10.15,-1.25,-1,16.7,-4,13.39,-0.67,-0.07,18.11,1.08,0.6,11430,0.108,0.949
35.5,17235,15.7812,15.42,0.5,-1.75,0.20655,98.37,17.35,40.99,67.491,10.15,-1.25,-2.3,16.6,-4,13.47,-0.57,-0.07,18.1,1.18,0.5,11430,0.272,0.871
35.6,17231,15.75,15.42,0.5,-1.75,0.20648,98.31,17.52,40.899,67.562,10.22,-1.13,-2.6,17.3,-2.3,13.53,-0.83,-0.1,18.11,1.21,0.3,11430,0.208,0.879
35.7,17231,15.75,15.42,0.5,-1.75,0.20648,98.31,17.52,40.899,67.562,10.22,-1.13,-1.9,17.1,-1.2,13.55,-0.77,-0.1,18.1,1.33,0.2,11430,0.314,0.907
35.8,17226,15.75,15.43,0.5,-1.75,0.20642,98.31,17.52,40.841,67.628,10.33,-0.97,-1.9,16.7,-1.5,13.48,-0.72,-0.04,18.11,1.35,0.1,11432,0.15,0.892
35.9,17226,15.75,15.43,0.5,-1.75,0.20642,98.31,17.52,40.841,67.628,10.33,-0.97,-1.5,16.6,-3.1,13.62,-0.85,-0.07,18.11,1.36,0.1,11432,0.168,0.944
36,17222,15.7187,15.43,0.5,-1.75,0.2063,98.25,17.48,40.743,67.689,10.46,-0.77,-2,15.3,-3.1,13.78,-0.88,-0.07,18.1,1.23,0.1,11432,0.304,0.819
36.1,17222,15.7187,15.43,0.5,-1.75,0.2063,98.25,17.48,40.743,67.689,10.46,-0.77,-1.8,14.3,-2.3,13.72,-0.77,-0.04,18.11,1.03,0.1,11432,0.292,0.889
36.2,17218,15.7187,15.43,0.5,-1.75,0.20617,98.19,17.47,40.676,67.755,10.6,-0.54,-0.8,13.8,-2.9,13.89,-0.75,-0.07,18.11,0.56,0.1,11432,0.261,0.845
36.3,17218,15.7187,15.43,0.5,-1.75,0.20617,98.19,17.47,40.676,67.755,10.6,-0.54,-1.8,13.4,-3.9,13.96,-0.73,-0.07,18.11,0.46,0.1,11432,0.092,1.024
36.4,17214,15.6875,15.43,0.75,-1.75,0.20605,98.12,17.63,40.616,67.815,10.72,-0.33,-1.9,13.3,-3.2,14,-0.75,-0.07,18.1,0.44,0.1,11434,0.357,0.959
36.5,17214,15.6875,15.43,0.75,-1.75,0.20605,98.12,17.63,40.616,67.815,10.72,-0.33,-1,12.7,-2.7,14.03,-0.8,-0.04,18.1,0.38,0.1,11434,0.148,0.91
36.6,17211,15.6875,15.43,0.75,-1.5,0.20605,98.12,17.53,40.567,67.859,10.82,-0.11,-0.8,12.3,-3.4,14.13,-0.65,-0.07,18.1,0.07,0.1,11434,0.282,0.941
36.7,17211,15.6875,15.43,0.75,-1.5,0.20605,98.12,17.53,40.567,67.859,10.82,-0.11,-0.6,11.7,-3.8,14.15,-0.53,-0.1,18.1,-0.15,0.1,11434,0.163,0.907
36.8,17206,15.6875,15.44,0.75,-1.5,0.20598,98.12,17.41,40.511,67.909,10.87,0.07,-0.7,11.8,-3.5,14.15,-0.67,-0.17,18.11,-0.38,0.1,11434,0.362,0.879
36.9,17206,15.6875,15.44,0.75,-1.5,0.20598,98.12,17.41,40.511,67.909,10.87,0.07,0,12.2,-3.2,14.24,-0.45,-0.14,18.11,-0.41,0.1,11434,0.317,0.985
37,17202,15.6875,15.44,0.75,-1.5,0.20605,98.12,17.53,40.453,67.947,10.87,0.25,-0.5,12.3,-4.1,14.27,-0.38,-0.17,18.11,-0.41,0.1,11434,0.193,0.874
37.1,17202,15.6875,15.44,0.75,-1.5,0.20605,98.12,17.53,40.453,67.947,10.87,0.25,-1.1,12.3,-4.6,14.26,-0.32,-0.17,18.11,-0.41,0.1,11434,0.206,1.018
37.2,17198,15.6875,15.44,0.75,-1.5,0.20598,98.12,17.47,40.427,67.986,10.82,0.38,-0.4,11.5,-3.6,14.21,-0.28,-0.14,18.1,-0.41,0,11434,0.335,1.037
37.3,17198,15.6875,15.44,0.75,-1.5,0.20598,98.12,17.47,40.427,67.986,10.82,0.38,-0.3,12.2,-3.4,14.15,-0.1,-0.14,18.1,-0.51,0.1,11434,0.211,0.964
37.4,17194,15.6875,15.45,0.75,-1.5,0.20586,98.06,17.53,40.379,68.024,10.74,0.46,-0.7,11.9,-4.2,14.15,-0.25,-0.17,18.11,-0.5,0.1,11434,0.34,0.918
37.5,17194,15.6875,15.45,0.75,-1.5,0.20586,98.06,17.53,40.379,68.024,10.74,0.46,-0.4,11.6,-3.9,14.03,-0.2,-0.17,18.1,-0.51,0.1,11434,0.196,1.013
37.6,17189,15.6562,15.45,0.75,-1.5,0.2058,98.06,17.43,40.369,68.057,10.62,0.51,-0.6,12.3,-3.1,14,-0.03,-0.17,18.11,-0.58,0.1,11434,0.337,0.946
37.7,17189,15.6562,15.45,0.75,-1.5,0.2058,98.06,17.43,40.369,68.057,10.62,0.51,-0.5,13.6,-3.1,13.99,-0.1,-0.2,18.11,-0.5,0.1,11434,0.345,0.869
37.8,17184,15.6562,15.45,1,-1.5,0.20567,98,17.5,40.312,68.107,10.49,0.49,0,13.9,-3.6,13.81,-0.07,-0.23,18.1,-0.2,0.1,11434,0.211,0.936
37.9,17184,15.6562,15.45,1,-1.5,0.20567,98,17.5,40.312,68.107,10.49,0.49,-0.3,15.2,-4,13.78,0,-0.2,18.1,-0.07,0.1,11434,0.098,0.941
38,17179,15.6562,15.46,1,-1.5,0.20561,98,17.49,40.287,68.156,10.38,0.48,0.7,15.6,-4,13.81,-0.05,-0.2,18.11,0.31,0.1,11434,0.37,0.949
38.1,17179,15.6562,15.46,1,-1.5,0.20561,98,17.49,40.287,68.156,10.38,0.48,0.7,15.8,-4.1,13.69,-0.03,-0.23,18.11,0.56,0.1,11434,0.153,0.874
38.2,17175,15.625,15.46,1,-1.25,0.20548,97.94,17.49,40.244,68.222,10.31,0.44,0.3,15.2,-4.8,13.61,-0.03,-0.2,18.11,0.56,0.1,11434,0.163,0.92
38.3,17175,15.625,15.46,1,-1.25,0.20548,97.94,17.49,40.244,68.222,10.31,0.44,0.2,15.1,-4.5,13.55,-0.08,-0.17,18.11,0.53,0.1,11434,0.226,0.876
