TIME,ALTITUDE,QC,PS,TAT,SAT,MACH,CAS,Throttle Angle,N1,Mag Hdg,PITCH,ROLL,Aileron Pilot Force,Elevator Stick Force,Rudder Force,Boom AoA,Boom AoSS,Rudder Position,STAB Position,Elevator Position,Aileron Position,Weight,Nx,Nz
SEC,FT,mBAR,INHG,DEGC,DEGC,,KTS,DEG,PCT,DEG,DEG,DEG,LBS,LBS,LBS,INOP,INOP,DEG,DEG,DEG,DEG,LB,G,G
12.1,17592,20.2812,15.2,-7,-10.25,0.23567,111.5,30.43,56.357,61.87,6.15,-1.93,0.7,7.3,-1.6,5.62,-0.65,0.26,18.09,-7.74,-1,11373,-0.15,0.729
12.2,17591,20.2187,15.2,-7,-10,0.23523,111.31,30.43,55.712,61.919,6.03,-1.93,0.2,7.9,-2.2,5.56,-0.73,0.22,18.09,-7.63,-1,11370,0.065,0.706
12.3,17591,20.2187,15.2,-7,-10,0.23523,111.31,30.43,55.712,61.919,6.03,-1.93,-0.5,8.4,-2.1,5.64,-0.72,0.22,18.1,-7.41,-1,11370,-0.129,0.861
12.4,17589,20.1875,15.2,-7,-10,0.23498,111.19,30.43,55.057,61.974,5.91,-1.83,-1.1,9,-0.8,5.93,-0.65,0.26,18.1,-7.12,-1,11368,0.203,0.781
12.5,17589,20.1875,15.2,-7,-10,0.23498,111.19,30.43,55.057,61.974,5.91,-1.83,-1.2,9.4,-0.3,6,-0.65,0.26,18.09,-6.89,-1,11368,0.07,1.031
12.6,17587,20.1562,15.2,-7,-9.75,0.23486,111.12,30.43,54.454,62.029,5.8,-1.72,-1.6,9.6,-0.4,5.94,-0.7,0.26,18.09,-6.56,-1,11365,-0.097,0.863
12.7,17587,20.1562,15.2,-7,-9.75,0.23486,111.12,30.43,54.454,62.029,5.8,-1.72,-1.2,9.5,-1.4,6.14,-0.68,0.26,18.09,-6.28,-1,11365,0.319,0.729
12.8,17585,20.125,15.2,-6.75,-9.75,0.23467,111,30.43,53.864,62.073,5.72,-1.59,-1,9.5,-0.3,6.27,-0.77,0.26,18.09,-6.24,-1,11362,0.168,0.786
12.9,17585,20.125,15.2,-6.75,-9.75,0.23467,111,30.43,53.864,62.073,5.72,-1.59,-0.8,9.6,0.2,6.28,-0.83,0.29,18.09,-6.22,-1,11362,0.188,0.698
13,17583,20.0937,15.2,-6.75,-9.75,0.23461,111,30.43,53.343,62.101,5.65,-1.45,-0.8,9.4,-1.4,6.39,-0.83,0.32,18.09,-6.2,-1,11359,0.292,0.721
13.1,17583,20.0937,15.2,-6.75,-9.75,0.23461,111,30.43,53.343,62.101,5.65,-1.45,-0.8,9.7,-1.9,6.51,-0.77,0.32,18.1,-6.15,-1,11359,0.208,0.695
13.2,17580,20.0625,15.2,-6.75,-9.75,0.23442,110.94,30.43,52.89,62.134,5.59,-1.26,-1.1,9.7,-1.8,6.67,-0.8,0.32,18.09,-6.1,-1,11359,0.12,0.936
13.3,17580,20.0625,15.2,-6.75,-9.75,0.23442,110.94,30.43,52.89,62.134,5.59,-1.26,-0.8,10,-1.7,6.68,-0.67,0.32,18.09,-6.02,-1,11359,-0.23,0.869
13.4,17577,20.0625,15.2,-6.75,-9.75,0.23417,110.81,30.43,52.488,62.156,5.52,-1.08,-1,10.9,-1.2,6.88,-0.77,0.32,18.09,-5.86,-1,11358,-0.134,0.822
13.5,17577,20.0625,15.2,-6.75,-9.75,0.23417,110.81,30.43,52.488,62.156,5.52,-1.08,-1.5,11.5,-2.2,6.88,-0.77,0.32,18.09,-5.31,-1,11358,0.224,0.925
13.6,17574,20,15.21,-6.75,-9.5,0.23404,110.75,30.43,52.108,62.189,5.51,-0.9,-2.4,12.6,0.5,6.9,-0.67,0.29,18.1,-4.48,-1,11356,0.125,0.775
13.7,17574,20,15.21,-6.75,-9.5,0.23404,110.75,30.43,52.108,62.189,5.51,-0.9,-3.5,14.2,7,7.05,-0.57,0.49,18.09,-3.59,-1.4,11356,0.388,0.765
13.8,17569,20,15.21,-6.75,-9.5,0.23379,110.62,30.43,51.801,62.216,5.61,-0.81,-3.4,14.9,3,7.11,-0.75,0.85,18.09,-2.97,-2.5,11354,0.302,0.866
13.9,17569,20,15.21,-6.75,-9.5,0.23379,110.62,30.43,51.801,62.216,5.61,-0.81,-0.5,15.6,-4.9,7.22,-0.58,0.52,18.09,-2.82,-2.7,11354,0.317,0.788
14,17565,19.9375,15.21,-6.75,-9.5,0.23367,110.62,30.43,51.498,62.227,5.82,-0.81,1.6,17.6,-8.2,7.34,-0.5,-0.23,18.09,-2.2,-2.6,11354,0.103,0.633
14.1,17565,19.9375,15.21,-6.75,-9.5,0.23367,110.62,30.43,51.498,62.227,5.82,-0.81,2.9,15.4,-6.7,7.47,-0.65,-0.56,18.09,-1.06,-1.7,11354,-0.071,0.881
14.2,17561,19.9062,15.21,-6.75,-9.5,0.23342,110.5,30.43,51.243,62.233,6.17,-0.74,3.3,13.9,-5,7.65,-0.58,-0.5,18.09,-1.45,0.3,11354,-0.187,0.874
14.3,17561,19.9062,15.21,-6.75,-9.5,0.23342,110.5,30.43,51.243,62.233,6.17,-0.74,0,14.5,-7.2,7.9,-0.62,-0.46,18.09,-1.61,1,11354,-0.256,0.925
14.4,17557,19.875,15.22,-6.5,-9.5,0.23304,110.31,30.43,51.014,62.244,6.61,-0.51,-2.8,15.5,-7.8,8.09,-0.42,-0.5,18.09,-1.34,0.8,11354,-0.127,0.786
14.5,17557,19.875,15.22,-6.5,-9.5,0.23304,110.31,30.43,51.014,62.244,6.61,-0.51,-3.3,15.5,-6.4,8.29,-0.33,-0.5,18.09,-1.22,-0.3,11354,0.057,0.861
14.6,17553,19.8437,15.22,-6.5,-9.25,0.23292,110.25,30.43,50.812,62.233,7.08,-0.35,-3.4,14.9,-7.4,8.5,-0.23,-0.5,18.09,-1.25,-1.5,11354,0.148,0.742
14.7,17553,19.8437,15.22,-6.5,-9.25,0.23292,110.25,30.43,50.812,62.233,7.08,-0.35,-3.5,13.9,-5.2,8.82,-0.23,-0.5,18.09,-1.25,-1.8,11354,0.15,0.951
14.8,17548,19.8125,15.22,-6.25,-9.25,0.23261,110.12,30.43,50.599,62.216,7.54,-0.31,-2.6,11.7,-1.2,8.91,-0.25,-0.27,18.09,-1.52,-1.8,11353,0.332,1.018
14.9,17548,19.8125,15.22,-6.25,-9.25,0.23261,110.12,30.43,50.599,62.216,7.54,-0.31,-0.8,11.7,-1.8,9.27,-0.22,-0.27,18.09,-1.87,-1.8,11353,0.158,0.892
15,17544,19.75,15.23,-6.25,-9.25,0.23242,110.06,30.43,50.428,62.194,7.9,-0.35,1.1,12.9,-2.6,9.48,-0.1,-0.27,18.09,-1.7,-1.8,11350,0.471,0.982
15.1,17544,19.75,15.23,-6.25,-9.25,0.23242,110.06,30.43,50.428,62.194,7.9,-0.35,2.5,11.6,-3.3,9.7,-0.12,-0.3,18.09,-1.62,-1.6,11350,0.44,0.987
15.2,17541,19.7187,15.23,-6.25,-9,0.23211,109.94,30.43,50.282,62.178,8.22,-0.49,2.1,10.7,-3.8,9.86,-0.25,-0.27,18.09,-1.73,-0.9,11350,0.43,0.881
15.3,17541,19.7187,15.23,-6.25,-9,0.23211,109.94,30.43,50.282,62.178,8.22,-0.49,3.2,11.6,-2.9,10.01,-0.05,-0.23,18.09,-1.77,0.4,11350,0.529,0.949
15.4,17537,19.6875,15.23,-6,-9,0.23192,109.81,30.43,50.141,62.178,8.45,-0.58,1.3,12.9,-1.9,10.15,-0.12,-0.23,18.09,-1.77,0.9,11350,0.597,0.998
15.5,17537,19.6875,15.23,-6,-9,0.23192,109.81,30.43,50.141,62.178,8.45,-0.58,-2,13.9,-3,10.2,-0.08,-0.23,18.09,-1.62,0.8,11350,0.279,1
15.6,17534,19.6562,15.23,-6,-8.75,0.23179,109.75,30.43,50.026,62.189,8.61,-0.62,-2.9,14.6,-3.8,10.3,0.08,-0.23,18.1,-1.28,0.6,11348,0.466,1.057
15.7,17534,19.6562,15.23,-6,-8.75,0.23179,109.75,30.43,50.026,62.189,8.61,-0.62,-3.5,14.2,-4.3,10.37,0.08,-0.27,18.1,-1.11,-0.3,11348,0.229,0.933
15.8,17529,19.625,15.23,-5.75,-8.75,0.23148,109.62,30.43,49.913,62.205,8.7,-0.83,-3.2,13.1,-4.4,10.42,0.07,-0.27,18.09,-1.21,-2.1,11348,0.264,1.114
15.9,17529,19.625,15.23,-5.75,-8.75,0.23148,109.62,30.43,49.913,62.205,8.7,-0.83,0.3,13.4,-5.2,10.39,-0.03,-0.27,18.09,-1.25,-2.3,11348,0.135,1.003
16,17526,19.5625,15.24,-5.75,-8.75,0.23129,109.56,30.43,49.829,62.227,8.74,-1.09,2.3,10.8,-3.9,10.37,0.08,-0.27,18.09,-1.29,-2.3,11348,0.211,0.993
16.1,17526,19.5625,15.24,-5.75,-8.75,0.23129,109.56,30.43,49.829,62.227,8.74,-1.09,3.6,10.7,-1.2,10.4,0.05,-0.27,18.09,-1.65,-0.9,11348,0.289,1.034
16.2,17522,19.5312,15.24,-5.75,-8.5,0.23098,109.44,30.43,49.728,62.266,8.71,-1.33,3.6,11.8,-2.4,10.3,-0.08,-0.23,18.1,-1.73,1.1,11351,0.239,1.021
16.3,17522,19.5312,15.24,-5.75,-8.5,0.23098,109.44,30.43,49.728,62.266,8.71,-1.33,2.9,12.5,-4,10.33,-0.2,-0.2,18.1,-1.58,1.3,11351,0.221,0.982
16.4,17519,19.5,15.24,-5.5,-8.5,0.23067,109.31,30.43,49.658,62.332,8.65,-1.42,3.2,14,-3.2,10.22,-0.07,-0.2,18.09,-1.42,1.4,11351,0.229,1.062
16.5,17519,19.5,15.24,-5.5,-8.5,0.23067,109.31,30.43,49.658,62.332,8.65,-1.42,2.3,16.2,-2.3,10.19,0.05,-0.2,18.1,-0.83,1.4,11351,-0.074,1.031
16.6,17516,19.4687,15.24,-5.5,-8.25,0.23054,109.25,30.43,49.574,62.409,8.61,-1.37,2.5,17.4,-2,10.11,-0.15,-0.2,18.1,-0.1,1.4,11351,0.183,0.99
16.7,17516,19.4687,15.24,-5.5,-8.25,0.23054,109.25,30.43,49.574,62.409,8.61,-1.37,3.1,16.7,-2.5,10.09,-0.22,-0.2,18.09,0.22,1.4,11351,-0.167,1.047
16.8,17511,19.4375,15.25,-5.25,-8.25,0.23017,109.06,30.43,49.518,62.497,8.61,-1.24,2.4,15.2,-2.9,10.03,-0.1,-0.2,18.1,0.12,1.4,11351,0.07,1.016
16.9,17511,19.4375,15.25,-5.25,-8.25,0.23017,109.06,30.43,49.518,62.497,8.61,-1.24,0.1,14.4,-2.2,9.95,-0.27,-0.2,18.09,-0.2,1.4,11351,0.019,0.985
17,17508,19.375,15.25,-5.25,-8.25,0.22998,109,30.43,49.455,62.585,8.65,-1.03,0.8,14.8,-2.4,10,-0.23,-0.2,18.09,-0.39,1.4,11354,0.196,1.037
17.1,17508,19.375,15.25,-5.25,-8.25,0.22998,109,30.43,49.455,62.585,8.65,-1.03,0.8,15.4,-4.3,10.08,-0.22,-0.2,18.1,-0.26,1.4,11354,0.017,0.881
17.2,17505,19.3125,15.25,-5.25,-8,0.22961,108.81,30.43,49.406,62.662,8.71,-0.75,0,17.2,-4.5,9.98,-0.22,-0.2,18.09,-0.16,1.4,11357,0.085,0.964
17.3,17505,19.3125,15.25,-5.25,-8,0.22961,108.81,30.43,49.406,62.662,8.71,-0.75,-1.3,17.2,-3.8,9.97,-0.42,-0.2,18.09,0.06,1.4,11357,-0.069,0.949
17.4,17502,19.2812,15.25,-5,-8,0.22936,108.69,30.43,49.376,62.744,8.82,-0.42,-1.9,15.4,-2.6,10.06,-0.42,-0.17,18.1,-0.01,1.4,11359,0.148,0.99
17.5,17502,19.2812,15.25,-5,-8,0.22936,108.69,30.43,49.376,62.744,8.82,-0.42,-2.3,13.7,-3.2,10.19,-0.25,-0.17,18.1,-0.2,1.3,11359,0.04,0.972
17.6,17499,19.25,15.25,-5,-7.75,0.22917,108.62,30.43,49.331,62.821,8.93,-0.1,-2.9,13.3,-4,10.11,-0.2,-0.17,18.1,-0.38,0.7,11361,0.034,1.044
17.7,17499,19.25,15.25,-5,-7.75,0.22917,108.62,30.43,49.331,62.821,8.93,-0.1,-2.8,13.5,-3.9,10.19,-0.23,-0.17,18.09,-0.45,0.1,11361,0.029,1.003
17.8,17494,19.2187,15.26,-4.75,-7.75,0.22892,108.5,30.43,49.3,62.882,9.05,0.13,-0.6,13.5,-2.4,10.28,-0.25,-0.17,18.1,-0.47,0.1,11364,0.153,0.944
17.9,17494,19.2187,15.26,-4.75,-7.75,0.22892,108.5,30.43,49.3,62.882,9.05,0.13,0.7,12,-2.2,10.25,-0.22,-0.2,18.1,-0.5,0.1,11364,0.138,1.018
18,17491,19.1562,15.26,-4.75,-7.75,0.22867,108.37,30.43,49.27,62.937,9.15,0.29,0.4,11.8,-2.9,10.19,-0.3,-0.2,18.1,-0.86,0.1,11365,0.156,1.039
18.1,17491,19.1562,15.26,-4.75,-7.75,0.22867,108.37,30.43,49.27,62.937,9.15,0.29,0.2,12.6,-3.7,10.37,-0.1,-0.2,18.1,-1.03,0.1,11365,0.352,1.091
18.2,17488,19.0937,15.26,-4.75,-7.5,0.22823,108.25,30.43,49.244,62.981,9.22,0.42,0,13.8,-3.8,10.4,-0.03,-0.2,18.1,-0.93,0.1,11365,0.42,0.985
18.3,17488,19.0937,15.26,-4.75,-7.5,0.22823,108.25,30.43,49.244,62.981,9.22,0.42,-0.6,14.3,-3.9,10.44,-0.07,-0.2,18.1,-0.79,0.1,11365,0.277,0.897
18.4,17485,19.0625,15.26,-4.5,-7.5,0.22798,108.12,30.43,49.225,63.025,9.29,0.47,-0.9,13.7,-4.5,10.44,0.07,-0.23,18.1,-0.77,0.1,11367,0.289,1
18.5,17485,19.0625,15.26,-4.5,-7.5,0.22798,108.12,30.43,49.225,63.025,9.29,0.47,-2.6,13.4,-4.7,10.47,0.07,-0.2,18.1,-0.77,0.1,11367,0.319,0.977
18.6,17482,19.0312,15.26,-4.5,-7.25,0.22786,108,30.43,49.213,63.074,9.35,0.47,-3.3,14,-4.6,10.36,0.02,-0.2,18.1,-0.8,0,11367,0.166,0.812
18.7,17482,19.0312,15.26,-4.5,-7.25,0.22786,108,30.43,49.213,63.074,9.35,0.47,-2.1,14.5,-5.2,10.47,-0.05,-0.2,18.1,-0.8,-0.1,11367,0.198,1.006
18.8,17478,19,15.27,-4.25,-7.25,0.22742,107.87,30.43,49.19,63.129,9.4,0.43,-0.8,15.4,-5.8,10.5,0.08,-0.27,18.1,-0.66,-0.1,11367,0.181,1.029
18.9,17478,19,15.27,-4.25,-7.25,0.22742,107.87,30.43,49.19,63.129,9.4,0.43,-0.8,15.6,-5.2,10.51,0.23,-0.27,18.09,-0.48,-0.1,11367,0.1,0.801
19,17475,18.9375,15.27,-4.25,-7.25,0.22723,107.75,30.43,49.187,63.19,9.48,0.32,-0.9,15.2,-4.1,10.53,0.15,-0.27,18.1,-0.48,-0.1,11367,0.423,1.024
19.1,17475,18.9375,15.27,-4.25,-7.25,0.22723,107.75,30.43,49.187,63.19,9.48,0.32,-0.8,15.5,-3.1,10.4,0.21,-0.27,18.1,-0.45,-0.1,11367,0.607,1.068
19.2,17472,18.875,15.27,-4.25,-7,0.22686,107.62,30.43,49.16,63.25,9.56,0.21,-0.8,14.1,-3.6,10.5,0.11,-0.27,18.1,-0.51,-0.1,11367,0.42,0.946
19.3,17472,18.875,15.27,-4.25,-7,0.22686,107.62,30.43,49.16,63.25,9.56,0.21,0.3,13.3,-4.1,10.53,0.08,-0.27,18.1,-0.58,-0.1,11367,0.168,0.861
19.4,17470,18.8437,15.27,-4,-7,0.22648,107.37,30.43,49.152,63.322,9.65,0.09,1.8,14.4,-3.5,10.58,0,-0.27,18.1,-0.64,-0.1,11367,0.277,0.848
19.5,17470,18.8437,15.27,-4,-7,0.22648,107.37,30.43,49.152,63.322,9.65,0.09,3.3,15.4,-3.6,10.62,-0.05,-0.27,18.1,-0.55,0.2,11367,0.103,0.949
19.6,17467,18.7812,15.27,-4,-6.75,0.22629,107.31,30.43,49.141,63.415,9.74,-0.03,2.8,16,-4.4,10.62,-0.13,-0.23,18.1,-0.51,0.6,11367,0.176,0.977
19.7,17467,18.7812,15.27,-4,-6.75,0.22629,107.31,30.43,49.141,63.415,9.74,-0.03,1.5,16.1,-4.2,10.64,-0.07,-0.23,18.1,-0.38,0.7,11367,-0.018,0.964
19.8,17463,18.75,15.28,-4,-6.75,0.22592,107.19,30.43,49.138,63.509,9.85,-0.05,-0.8,14.8,-3.7,10.7,-0.08,-0.23,18.1,-0.36,0.7,11368,0.148,0.853
19.9,17463,18.75,15.28,-4,-6.75,0.22592,107.19,30.43,49.138,63.509,9.85,-0.05,-1.5,13.5,-3.1,10.67,-0.3,-0.2,18.1,-0.48,0.7,11368,-0.013,0.936
20,17461,18.6875,15.28,-4,-6.75,0.22579,107.12,30.43,49.131,63.608,9.97,-0.03,-2.3,13.1,-3.4,10.81,-0.13,-0.23,18.11,-0.67,0.5,11370,0.022,1.016
20.1,17461,18.6875,15.28,-4,-6.75,0.22579,107.12,30.43,49.131,63.608,9.97,-0.03,-1.5,14.3,-3.6,10.8,-0.25,-0.27,18.1,-0.69,0.5,11370,0.11,1.016
20.2,17458,18.625,15.28,-4,-6.5,0.22523,106.87,30.43,49.122,63.712,10.1,0.02,-1.1,16.1,-2.4,10.86,-0.07,-0.27,18.1,-0.44,0.5,11372,0.249,1.037
20.3,17458,18.625,15.28,-4,-6.5,0.22523,106.87,30.43,49.122,63.712,10.1,0.02,-0.8,16.3,-1,10.78,-0.22,-0.27,18.1,-0.12,0.5,11372,0.014,1.037
20.4,17455,18.5937,15.28,-3.75,-6.5,0.22486,106.69,30.43,49.115,63.817,10.26,0.1,-1.1,14.7,-0.8,10.89,-0.22,-0.27,18.1,-0.1,0.5,11373,0.11,0.985
20.5,17455,18.5937,15.28,-3.75,-6.5,0.22486,106.69,30.43,49.115,63.817,10.26,0.1,-1.2,14.5,-1.6,10.97,-0.18,-0.23,18.1,-0.2,0.5,11373,-0.076,1.044
20.6,17453,18.5,15.28,-3.75,-6.25,0.22461,106.56,30.43,49.112,63.921,10.41,0.21,-2.3,14.9,-1.9,11,-0.28,-0.27,18.1,-0.2,0.5,11376,0.032,0.964
20.7,17453,18.5,15.28,-3.75,-6.25,0.22461,106.56,30.43,49.112,63.921,10.41,0.21,-3.4,14.5,-2.5,11.05,-0.37,-0.2,18.1,-0.17,0.1,11376,0.145,0.962
20.8,17449,18.4687,15.28,-3.5,-6.25,0.22417,106.37,30.43,49.103,64.02,10.58,0.28,-2.9,15,-2.6,11.11,-0.4,-0.2,18.11,-0.17,-0.9,11376,0.143,1.052
20.9,17449,18.4687,15.28,-3.5,-6.25,0.22417,106.37,30.43,49.103,64.02,10.58,0.28,-1.5,14.4,-3.5,11.2,-0.33,-0.2,18.1,-0.2,-1.3,11376,0.266,0.892
21,17446,18.375,15.29,-3.5,-6.25,0.22386,106.25,30.43,49.096,64.092,10.75,0.29,-1.4,13.7,-3,11.3,-0.27,-0.2,18.1,-0.34,-1.3,11376,0.279,0.887
21.1,17446,18.375,15.29,-3.5,-6.25,0.22386,106.25,30.43,49.096,64.092,10.75,0.29,-0.2,12.6,-2.9,11.33,-0.28,-0.2,18.1,-0.57,-1.3,11376,0.098,1.037
21.2,17443,18.3125,15.29,-3.5,-6,0.22342,106,30.43,49.096,64.169,10.88,0.21,1.4,12.2,-3.5,11.39,-0.3,-0.2,18.1,-0.89,-1.3,11378,0.261,0.998
21.3,17443,18.3125,15.29,-3.5,-6,0.22342,106,30.43,49.096,64.169,10.88,0.21,1.1,12.1,-3.7,11.45,-0.48,-0.2,18.1,-0.9,-1.3,11378,0.216,0.962
21.4,17441,18.2812,15.29,-3.25,-6,0.22286,105.75,30.43,49.086,64.246,10.98,0.13,1.4,13.2,-2.8,11.42,-0.47,-0.23,18.1,-0.87,-1.3,11378,0.231,0.941
21.5,17441,18.2812,15.29,-3.25,-6,0.22286,105.75,30.43,49.086,64.246,10.98,0.13,2.9,13.6,-1.1,11.47,-0.28,-0.23,18.1,-0.82,-0.9,11378,0.322,0.956
21.6,17438,18.1875,15.29,-3.25,-6,0.22254,105.62,30.43,49.074,64.317,11.05,0.09,3.4,13.5,-0.7,11.47,-0.3,-0.23,18.11,-0.69,0.1,11378,0.357,1.047
21.7,17438,18.1875,15.29,-3.25,-6,0.22254,105.62,30.43,49.074,64.317,11.05,0.09,1,13.3,-2.3,11.48,-0.5,-0.2,18.11,-0.67,0.2,11378,0.297,1.081
21.8,17434,18.1562,15.29,-3,-6,0.22211,105.44,30.43,49.077,64.394,11.08,0.09,-3,13.6,-3,11.45,-0.42,-0.17,18.11,-0.66,0.1,11378,0.377,1.026
21.9,17434,18.1562,15.29,-3,-6,0.22211,105.44,30.43,49.077,64.394,11.08,0.09,-3,13.5,-3.3,11.44,-0.43,-0.17,18.1,-0.67,-0.6,11378,0.322,0.959
22,17432,18.0625,15.3,-3,-6,0.22186,105.31,30.43,49.077,64.455,11.1,0.06,-2.6,13.6,-3.8,11.44,-0.55,-0.17,18.1,-0.69,-1.5,11378,0.473,0.889
22.1,17432,18.0625,15.3,-3,-6,0.22186,105.31,30.43,49.077,64.455,11.1,0.06,-1.9,13.5,-3.9,11.52,-0.57,-0.2,18.1,-0.69,-1.6,11378,0.466,1.042
22.2,17430,18,15.3,-3,-5.75,0.22148,105.12,30.43,49.077,64.51,11.11,-0.03,-0.9,13.2,-2.7,11.52,-0.33,-0.2,18.1,-0.74,-1.6,11378,0.468,0.967
22.3,17430,18,15.3,-3,-5.75,0.22148,105.12,30.43,49.077,64.51,11.11,-0.03,0,12.4,-2,11.47,-0.58,-0.2,18.1,-0.82,-1.6,11378,0.372,0.98
22.4,17428,17.9687,15.3,-3,-5.75,0.22098,104.87,30.43,49.077,64.565,11.08,-0.17,0.5,12.4,-2,11.47,-0.42,-0.23,18.1,-0.95,-1.6,11378,0.362,1
22.5,17428,17.9687,15.3,-3,-5.75,0.22098,104.87,30.43,49.077,64.565,11.08,-0.17,2.3,13.7,-3.6,11.39,-0.38,-0.2,18.11,-0.86,-1.6,11378,0.398,0.959
22.6,17426,17.9062,15.3,-3,-5.5,0.22079,104.81,30.43,49.074,64.614,11.04,-0.31,2.4,13.5,-3.1,11.34,-0.6,-0.2,18.11,-0.77,-1.2,11378,0.294,0.936
22.7,17426,17.9062,15.3,-3,-5.5,0.22079,104.81,30.43,49.074,64.614,11.04,-0.31,2.6,14.1,-1.4,11.44,-0.6,-0.23,18.11,-0.77,-1,11378,0.163,0.938
22.8,17423,17.875,15.3,-2.75,-5.5,0.22036,104.62,30.43,49.07,64.664,11,-0.43,2.9,14.9,-1.8,11.28,-0.52,-0.23,18.11,-0.69,-1,11378,0.428,0.933
22.9,17423,17.875,15.3,-2.75,-5.5,0.22036,104.62,30.43,49.07,64.664,11,-0.43,2.6,15.5,-3.1,11.22,-0.55,-0.2,18.11,-0.36,-0.9,11378,0.145,0.881
23,17421,17.8125,15.3,-2.75,-5.5,0.22017,104.5,30.43,49.077,64.713,10.98,-0.53,2.9,16.2,-3.2,11.42,-0.68,-0.2,18.11,-0.09,-0.8,11379,0.156,1.075
23.1,17421,17.8125,15.3,-2.75,-5.5,0.22017,104.5,30.43,49.077,64.713,10.98,-0.53,3.2,16.6,-2.2,11.22,-0.62,-0.2,18.1,0.1,-0.4,11379,0.244,0.954
23.2,17419,17.7187,15.3,-2.75,-5.25,0.21973,104.31,30.43,49.074,64.768,10.99,-0.56,2.2,16.4,-1.4,11.17,-0.63,-0.2,18.1,0.12,-0.2,11379,0.188,0.964
23.3,17419,17.7187,15.3,-2.75,-5.25,0.21973,104.31,30.43,49.074,64.768,10.99,-0.56,1.4,15.4,-1.9,11.23,-0.6,-0.2,18.11,0.12,-0.2,11379,0.191,1.018
23.4,17417,17.6875,15.3,-2.5,-5.25,0.2193,104.12,30.43,49.077,64.823,11.04,-0.55,0.3,14.4,-1.4,11.33,-0.5,-0.17,18.1,0.03,-0.2,11381,0.282,0.887
23.5,17417,17.6875,15.3,-2.5,-5.25,0.2193,104.12,30.43,49.077,64.823,11.04,-0.55,0.3,14.2,-0.2,11.31,-0.52,-0.2,18.1,-0.15,-0.2,11381,-0.076,0.876
23.6,17415,17.625,15.31,-2.5,-5,0.21911,104,30.43,49.067,64.873,11.09,-0.53,0.7,13.5,-0.1,11.33,-0.58,-0.2,18.11,-0.29,-0.2,11384,0.183,0.881
23.7,17415,17.625,15.31,-2.5,-5,0.21911,104,30.43,49.067,64.873,11.09,-0.53,0.4,13.8,-1,11.39,-0.55,-0.17,18.11,-0.32,-0.2,11384,0.087,1.068
23.8,17412,17.5937,15.31,-2.25,-5,0.21867,103.81,30.43,49.077,64.922,11.13,-0.5,0.1,14.3,-0.3,11.33,-0.48,-0.17,18.11,-0.32,-0.2,11385,-0.192,0.889
23.9,17412,17.5937,15.31,-2.25,-5,0.21867,103.81,30.43,49.077,64.922,11.13,-0.5,0.1,14.3,0.1,11.36,-0.7,-0.2,18.11,-0.31,-0.2,11385,0.08,0.827
24,17409,17.5312,15.31,-2.25,-5,0.21842,103.69,30.43,49.081,64.966,11.18,-0.44,0.1,14.6,-2,11.48,-0.52,-0.17,18.11,-0.32,-0.2,11386,-0.137,0.928
24.1,17409,17.5312,15.31,-2.25,-5,0.21842,103.69,30.43,49.081,64.966,11.18,-0.44,0.7,16.1,-6.3,11.53,-0.58,-0.17,18.11,-0.12,-0.2,11386,-0.011,0.897
24.2,17407,17.4375,15.31,-2.25,-4.75,0.21798,103.5,30.43,49.07,65.01,11.24,-0.38,0.5,16,-5.6,11.42,-0.6,-0.2,18.11,0.09,-0.2,11388,0.06,0.964
24.3,17407,17.4375,15.31,-2.25,-4.75,0.21798,103.5,30.43,49.07,65.01,11.24,-0.38,1.3,17.3,-3.1,11.48,-0.48,-0.23,18.11,0.19,-0.2,11388,0.012,0.889
24.4,17405,17.4062,15.31,-2.25,-4.75,0.21748,103.31,30.43,49.067,65.06,11.33,-0.33,1.6,18.1,-1.1,11.56,-0.55,-0.2,18.11,0.5,-0.2,11388,0.027,1.006
24.5,17405,17.4062,15.31,-2.25,-4.75,0.21748,103.31,30.43,49.067,65.06,11.33,-0.33,1.1,17.3,0.2,11.58,-0.55,-0.14,18.1,0.69,-0.2,11388,-0.104,1.006
24.6,17402,17.3437,15.31,-2.25,-4.75,0.21723,103.19,30.43,49.074,65.109,11.43,-0.3,0.3,15,-0.2,11.66,-0.52,-0.14,18.11,0.55,-0.2,11388,0.289,0.912
24.7,17402,17.3437,15.31,-2.25,-4.75,0.21723,103.19,30.43,49.074,65.109,11.43,-0.3,-0.5,13.6,-0.4,11.69,-0.3,-0.14,18.1,-0.01,-0.2,11388,0.143,0.964
24.8,17399,17.2812,15.32,-2,-4.75,0.2168,102.94,30.43,49.067,65.148,11.51,-0.25,-1.7,12.7,-1.1,11.7,-0.43,-0.14,18.11,-0.48,-0.2,11388,0.087,1.073
24.9,17399,17.2812,15.32,-2,-4.75,0.2168,102.94,30.43,49.067,65.148,11.51,-0.25,-2.9,13.4,-1.1,11.75,-0.38,-0.14,18.1,-0.5,-0.3,11388,0.148,0.912
25,17397,17.2187,15.32,-2,-4.75,0.21655,102.81,30.43,49.067,65.197,11.58,-0.24,-2.1,15.4,-0.8,11.8,-0.33,-0.17,18.11,-0.17,-0.6,11388,0.145,0.912
25.1,17397,17.2187,15.32,-2,-4.75,0.21655,102.81,30.43,49.067,65.197,11.58,-0.24,-1.1,16.1,-0.9,11.81,-0.42,-0.1,18.1,0.22,-0.6,11388,0.249,1.07
